"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
ISNE,"5/3/2022 2 p.m. EDT",11994,11510,9972,-2022
ISNE,"5/3/2022 3 p.m. EDT",11588,11410,9702,-1886
ISNE,"5/3/2022 4 p.m. EDT",11437,11480,9790,-1647
ISNE,"5/3/2022 5 p.m. EDT",11754,11950,10173,-1581
ISNE,"5/3/2022 6 p.m. EDT",12493,12680,10639,-1854
ISNE,"5/3/2022 7 p.m. EDT",12955,13140,10834,-2121
ISNE,"5/3/2022 8 p.m. EDT",13224,13310,11047,-2177
ISNE,"5/3/2022 9 p.m. EDT",13217,13500,11177,-2040
ISNE,"5/3/2022 10 p.m. EDT",12420,12400,10501,-1919
ISNE,"5/3/2022 11 p.m. EDT",11369,11310,9411,-1958
ISNE,"5/4/2022 12 a.m. EDT",10829,10360,8800,-2029
ISNE,"5/4/2022 1 a.m. EDT",10355,9740,8317,-2038
ISNE,"5/4/2022 2 a.m. EDT",10425,9360,8240,-2185
ISNE,"5/4/2022 3 a.m. EDT",10326,9160,8112,-2214
ISNE,"5/4/2022 4 a.m. EDT",10286,9150,8089,-2197
ISNE,"5/4/2022 5 a.m. EDT",10528,9440,8456,-2072
ISNE,"5/4/2022 6 a.m. EDT",10908,10250,8708,-2200
ISNE,"5/4/2022 7 a.m. EDT",11604,11490,9692,-1912
ISNE,"5/4/2022 8 a.m. EDT",12481,12810,10796,-1685
ISNE,"5/4/2022 9 a.m. EDT",12946,13170,11296,-1650
ISNE,"5/4/2022 10 a.m. EDT",13287,13360,11549,-1738
ISNE,"5/4/2022 11 a.m. EDT",13412,13450,11275,-2137
ISNE,"5/4/2022 12 p.m. EDT",13421,13470,11021,-2400
ISNE,"5/4/2022 1 p.m. EDT",13209,13390,10928,-2281
ISNE,"5/4/2022 2 p.m. EDT",12975,13360,10648,-2327
ISNE,"5/4/2022 3 p.m. EDT",12784,13260,10599,-2185
ISNE,"5/4/2022 4 p.m. EDT",12823,13200,10960,-1863
ISNE,"5/4/2022 5 p.m. EDT",13045,13230,11181,-1864
ISNE,"5/4/2022 6 p.m. EDT",13409,13640,11540,-1869
ISNE,"5/4/2022 7 p.m. EDT",13508,13750,11456,-2052
ISNE,"5/4/2022 8 p.m. EDT",13467,13640,11300,-2167
ISNE,"5/4/2022 9 p.m. EDT",13310,13230,11129,-2181
ISNE,"5/4/2022 10 p.m. EDT",12506,12330,10427,-2079
ISNE,"5/4/2022 11 p.m. EDT",11446,11270,9292,-2154
ISNE,"5/5/2022 12 a.m. EDT",10742,10370,8661,-2081
ISNE,"5/5/2022 1 a.m. EDT",10169,9840,7951,-2218
ISNE,"5/5/2022 2 a.m. EDT",9803,9480,7542,-2261
ISNE,"5/5/2022 3 a.m. EDT",9825,9300,7716,-2109
ISNE,"5/5/2022 4 a.m. EDT",9840,9290,7503,-2337
ISNE,"5/5/2022 5 a.m. EDT",9855,9580,7550,-2305
ISNE,"5/5/2022 6 a.m. EDT",10350,10360,7988,-2362
ISNE,"5/5/2022 7 a.m. EDT",11420,11430,8954,-2466
ISNE,"5/5/2022 8 a.m. EDT",11635,11620,9071,-2564
ISNE,"5/5/2022 9 a.m. EDT",10896,10890,8628,-2268
ISNE,"5/5/2022 10 a.m. EDT",10344,10100,8492,-1852
ISNE,"5/5/2022 11 a.m. EDT",10029,9620,8489,-1540
ISNE,"5/5/2022 12 p.m. EDT",9886,9360,8324,-1562
ISNE,"5/5/2022 1 p.m. EDT",9731,9280,8291,-1440
ISNE,"5/5/2022 2 p.m. EDT",9792,9350,8348,-1444
ISNE,"5/5/2022 3 p.m. EDT",9964,9450,8430,-1534
ISNE,"5/5/2022 4 p.m. EDT",10423,9890,8824,-1599
ISNE,"5/5/2022 5 p.m. EDT",10941,10810,9290,-1651
ISNE,"5/5/2022 6 p.m. EDT",11661,11930,10109,-1552
ISNE,"5/5/2022 7 p.m. EDT",12345,12670,10461,-1884
ISNE,"5/5/2022 8 p.m. EDT",12766,13020,10911,-1855
ISNE,"5/5/2022 9 p.m. EDT",12938,13080,11059,-1879
ISNE,"5/5/2022 10 p.m. EDT",12242,12320,10184,-2058
ISNE,"5/5/2022 11 p.m. EDT",11208,11270,9189,-2019
ISNE,"5/6/2022 12 a.m. EDT",10248,10260,8193,-2055
ISNE,"5/6/2022 1 a.m. EDT",9605,9610,7672,-1933
ISNE,"5/6/2022 2 a.m. EDT",9222,9220,7409,-1813
ISNE,"5/6/2022 3 a.m. EDT",9022,9040,7237,-1785
ISNE,"5/6/2022 4 a.m. EDT",8991,9010,7240,-1751
ISNE,"5/6/2022 5 a.m. EDT",9247,9270,7506,-1741
ISNE,"5/6/2022 6 a.m. EDT",9968,9990,7941,-2027
ISNE,"5/6/2022 7 a.m. EDT",11055,11090,9171,-1884
ISNE,"5/6/2022 8 a.m. EDT",11660,11640,9910,-1750
ISNE,"5/6/2022 9 a.m. EDT",11663,11680,10108,-1555
ISNE,"5/6/2022 10 a.m. EDT",11259,11270,9867,-1392
ISNE,"5/6/2022 11 a.m. EDT",10821,11220,9635,-1186
ISNE,"5/6/2022 12 p.m. EDT",11080,11140,9989,-1091
ISNE,"5/6/2022 1 p.m. EDT",11044,11100,9854,-1190
ISNE,"5/6/2022 2 p.m. EDT",11136,11210,9965,-1171
ISNE,"5/6/2022 3 p.m. EDT",11479,11270,10103,-1376
ISNE,"5/6/2022 4 p.m. EDT",11547,11490,10116,-1431
ISNE,"5/6/2022 5 p.m. EDT",11832,11810,10381,-1451
ISNE,"5/6/2022 6 p.m. EDT",12222,12260,10522,-1700
ISNE,"5/6/2022 7 p.m. EDT",12376,12620,10698,-1678
ISNE,"5/6/2022 8 p.m. EDT",12510,12730,10892,-1618
ISNE,"5/6/2022 9 p.m. EDT",12519,12690,11058,-1461
ISNE,"5/6/2022 10 p.m. EDT",11937,12050,10522,-1415
ISNE,"5/6/2022 11 p.m. EDT",11101,11180,9376,-1725
ISNE,"5/7/2022 12 a.m. EDT",10236,10320,8463,-1773
ISNE,"5/7/2022 1 a.m. EDT",9607,9600,8011,-1596
ISNE,"5/7/2022 2 a.m. EDT",9238,9220,7949,-1289
ISNE,"5/7/2022 3 a.m. EDT",9265,9010,7925,-1340
ISNE,"5/7/2022 4 a.m. EDT",9183,8930,7908,-1275
ISNE,"5/7/2022 5 a.m. EDT",9285,9030,7999,-1286
ISNE,"5/7/2022 6 a.m. EDT",9594,9340,8315,-1279
ISNE,"5/7/2022 7 a.m. EDT",9792,9790,8416,-1376
ISNE,"5/7/2022 8 a.m. EDT",10257,10260,8863,-1394
ISNE,"5/7/2022 9 a.m. EDT",10546,10540,9260,-1286
ISNE,"5/7/2022 10 a.m. EDT",10578,10500,9412,-1166
ISNE,"5/7/2022 11 a.m. EDT",10805,10450,9773,-1032
ISNE,"5/7/2022 12 p.m. EDT",10846,10400,9936,-910
ISNE,"5/7/2022 1 p.m. EDT",10514,10260,9584,-930
ISNE,"5/7/2022 2 p.m. EDT",10247,10110,9318,-929
ISNE,"5/7/2022 3 p.m. EDT",10249,10080,9258,-991
ISNE,"5/7/2022 4 p.m. EDT",10437,10160,9473,-964
ISNE,"5/7/2022 5 p.m. EDT",10853,10560,9884,-969
ISNE,"5/7/2022 6 p.m. EDT",11338,11370,10406,-932
ISNE,"5/7/2022 7 p.m. EDT",11872,12030,10493,-1379
ISNE,"5/7/2022 8 p.m. EDT",12195,12390,10793,-1402
ISNE,"5/7/2022 9 p.m. EDT",12338,12340,10872,-1466
ISNE,"5/7/2022 10 p.m. EDT",11860,11760,10360,-1500
ISNE,"5/7/2022 11 p.m. EDT",11124,10970,9554,-1570
ISNE,"5/8/2022 12 a.m. EDT",10365,10260,8705,-1660
ISNE,"5/8/2022 1 a.m. EDT",9796,9790,7589,-2207
ISNE,"5/8/2022 2 a.m. EDT",9418,9410,6874,-2544
ISNE,"5/8/2022 3 a.m. EDT",9205,9200,6556,-2649
ISNE,"5/8/2022 4 a.m. EDT",9129,9140,6588,-2541
ISNE,"5/8/2022 5 a.m. EDT",9205,9210,6673,-2532
ISNE,"5/8/2022 6 a.m. EDT",9392,9390,7001,-2391
ISNE,"5/8/2022 7 a.m. EDT",9547,9550,7258,-2289
ISNE,"5/8/2022 8 a.m. EDT",9797,9620,7630,-2167
ISNE,"5/8/2022 9 a.m. EDT",9652,9380,7652,-2000
ISNE,"5/8/2022 10 a.m. EDT",9237,8970,7751,-1486
ISNE,"5/8/2022 11 a.m. EDT",8966,8740,7894,-1072
ISNE,"5/8/2022 12 p.m. EDT",8926,8530,7774,-1152
ISNE,"5/8/2022 1 p.m. EDT",8942,8380,7822,-1120
ISNE,"5/8/2022 2 p.m. EDT",8710,8350,7376,-1334
ISNE,"5/8/2022 3 p.m. EDT",8798,8480,7366,-1432
ISNE,"5/8/2022 4 p.m. EDT",9154,8830,7769,-1385
ISNE,"5/8/2022 5 p.m. EDT",9903,9700,8496,-1407
ISNE,"5/8/2022 6 p.m. EDT",10442,10880,8861,-1581
ISNE,"5/8/2022 7 p.m. EDT",11371,11850,9542,-1829
ISNE,"5/8/2022 8 p.m. EDT",11989,12300,10044,-1945
ISNE,"5/8/2022 9 p.m. EDT",12328,12460,10274,-2054
ISNE,"5/8/2022 10 p.m. EDT",11836,11820,9828,-2008
ISNE,"5/8/2022 11 p.m. EDT",10950,10950,8779,-2171
ISNE,"5/9/2022 12 a.m. EDT",10122,10190,7874,-2248
ISNE,"5/9/2022 1 a.m. EDT",9601,9600,7286,-2315
ISNE,"5/9/2022 2 a.m. EDT",9332,9340,7062,-2270
ISNE,"5/9/2022 3 a.m. EDT",9232,9240,7047,-2185
ISNE,"5/9/2022 4 a.m. EDT",9289,9310,7067,-2222
ISNE,"5/9/2022 5 a.m. EDT",9661,9620,7186,-2475
ISNE,"5/9/2022 6 a.m. EDT",10515,10360,7961,-2554
ISNE,"5/9/2022 7 a.m. EDT",11626,11580,9182,-2444
ISNE,"5/9/2022 8 a.m. EDT",11796,11690,9273,-2523
ISNE,"5/9/2022 9 a.m. EDT",10975,10820,9101,-1874
ISNE,"5/9/2022 10 a.m. EDT",10489,9930,9166,-1323
ISNE,"5/9/2022 11 a.m. EDT",10352,9280,9232,-1120
ISNE,"5/9/2022 12 p.m. EDT",10066,9460,9100,-966
ISNE,"5/9/2022 1 p.m. EDT",10159,9400,9005,-1154
ISNE,"5/9/2022 2 p.m. EDT",10036,9300,8646,-1390
ISNE,"5/9/2022 3 p.m. EDT",9907,9190,8583,-1324
ISNE,"5/9/2022 4 p.m. EDT",10106,9550,8971,-1135
ISNE,"5/9/2022 5 p.m. EDT",10479,10350,9313,-1166
ISNE,"5/9/2022 6 p.m. EDT",11351,11290,10148,-1203
ISNE,"5/9/2022 7 p.m. EDT",12417,12410,10905,-1512
ISNE,"5/9/2022 8 p.m. EDT",12891,12900,10686,-2205
ISNE,"5/9/2022 9 p.m. EDT",13058,13060,10714,-2344
ISNE,"5/9/2022 10 p.m. EDT",12342,12330,10045,-2297
ISNE,"5/9/2022 11 p.m. EDT",11279,11300,8913,-2366
ISNE,"5/10/2022 12 a.m. EDT",10362,10340,8111,-2251
ISNE,"5/10/2022 1 a.m. EDT",9949,9750,7700,-2249
ISNE,"5/10/2022 2 a.m. EDT",9376,9340,7334,-2042
ISNE,"5/10/2022 3 a.m. EDT",9403,9180,7216,-2187
ISNE,"5/10/2022 4 a.m. EDT",9508,9180,7324,-2184
ISNE,"5/10/2022 5 a.m. EDT",9570,9500,7501,-2069
ISNE,"5/10/2022 6 a.m. EDT",10331,10280,8380,-1951
ISNE,"5/10/2022 7 a.m. EDT",11412,11390,9641,-1771
ISNE,"5/10/2022 8 a.m. EDT",11539,11330,9901,-1638
ISNE,"5/10/2022 9 a.m. EDT",10751,10360,9359,-1392
ISNE,"5/10/2022 10 a.m. EDT",10135,9620,8963,-1172
ISNE,"5/10/2022 11 a.m. EDT",10013,9520,8813,-1200
ISNE,"5/10/2022 12 p.m. EDT",9926,9250,8795,-1131
ISNE,"5/10/2022 1 p.m. EDT",10150,9190,8849,-1301
ISNE,"5/10/2022 2 p.m. EDT",10080,9250,8774,-1306
ISNE,"5/10/2022 3 p.m. EDT",9937,9330,8878,-1059
ISNE,"5/10/2022 4 p.m. EDT",9922,9750,8994,-928
ISNE,"5/10/2022 5 p.m. EDT",10428,10720,9362,-1066
ISNE,"5/10/2022 6 p.m. EDT",11345,11770,9970,-1375
ISNE,"5/10/2022 7 p.m. EDT",12365,12440,10812,-1553
ISNE,"5/10/2022 8 p.m. EDT",12815,12980,11461,-1354
ISNE,"5/10/2022 9 p.m. EDT",12944,13090,11576,-1368
ISNE,"5/10/2022 10 p.m. EDT",12303,12330,10964,-1339
ISNE,"5/10/2022 11 p.m. EDT",11208,11250,9611,-1597
ISNE,"5/11/2022 12 a.m. EDT",10242,10240,8533,-1709
ISNE,"5/11/2022 1 a.m. EDT",9637,9630,7991,-1646
ISNE,"5/11/2022 2 a.m. EDT",9300,9300,7681,-1619
ISNE,"5/11/2022 3 a.m. EDT",9403,9140,7723,-1680
ISNE,"5/11/2022 4 a.m. EDT",9395,9160,7687,-1708
ISNE,"5/11/2022 5 a.m. EDT",9467,9460,7968,-1499
ISNE,"5/11/2022 6 a.m. EDT",10184,10170,8688,-1496
ISNE,"5/11/2022 7 a.m. EDT",11306,11270,9998,-1308
ISNE,"5/11/2022 8 a.m. EDT",11702,11590,10601,-1101
ISNE,"5/11/2022 9 a.m. EDT",11214,11160,10036,-1178
ISNE,"5/11/2022 10 a.m. EDT",10642,10600,9376,-1266
ISNE,"5/11/2022 11 a.m. EDT",10527,10280,9476,-1051
ISNE,"5/11/2022 12 p.m. EDT",10285,9750,9165,-1120
ISNE,"5/11/2022 1 p.m. EDT",9855,9810,8729,-1126
ISNE,"5/11/2022 2 p.m. EDT",10193,10150,8981,-1212
ISNE,"5/11/2022 3 p.m. EDT",10315,10430,9180,-1135
ISNE,"5/11/2022 4 p.m. EDT",10628,10730,9620,-1008
ISNE,"5/11/2022 5 p.m. EDT",11156,11200,10101,-1055
ISNE,"5/11/2022 6 p.m. EDT",12052,12110,10815,-1237
ISNE,"5/11/2022 7 p.m. EDT",12767,12680,11316,-1451
ISNE,"5/11/2022 8 p.m. EDT",13055,12890,11614,-1441
ISNE,"5/11/2022 9 p.m. EDT",13141,13000,11589,-1552
ISNE,"5/11/2022 10 p.m. EDT",12472,12240,11037,-1435
ISNE,"5/11/2022 11 p.m. EDT",11406,11180,9902,-1504
ISNE,"5/12/2022 12 a.m. EDT",10364,10220,8719,-1645
ISNE,"5/12/2022 1 a.m. EDT",9683,9680,7755,-1928
ISNE,"5/12/2022 2 a.m. EDT",9280,9280,7383,-1897
ISNE,"5/12/2022 3 a.m. EDT",9060,9080,7108,-1952
ISNE,"5/12/2022 4 a.m. EDT",9256,9050,7294,-1962
ISNE,"5/12/2022 5 a.m. EDT",9358,9290,7422,-1936
ISNE,"5/12/2022 6 a.m. EDT",9952,9970,8170,-1782
ISNE,"5/12/2022 7 a.m. EDT",11070,11090,9338,-1732
ISNE,"5/12/2022 8 a.m. EDT",11672,11680,10151,-1521
ISNE,"5/12/2022 9 a.m. EDT",11524,11510,10198,-1326
ISNE,"5/12/2022 10 a.m. EDT",11151,11120,9964,-1187
ISNE,"5/12/2022 11 a.m. EDT",10712,10740,9583,-1129
ISNE,"5/12/2022 12 p.m. EDT",10660,10450,9587,-1073
ISNE,"5/12/2022 1 p.m. EDT",10602,10410,9566,-1036
ISNE,"5/12/2022 2 p.m. EDT",10754,10520,9680,-1074
ISNE,"5/12/2022 3 p.m. EDT",10979,10630,9909,-1070
ISNE,"5/12/2022 4 p.m. EDT",11296,11090,10228,-1068
ISNE,"5/12/2022 5 p.m. EDT",11999,11830,10683,-1316
ISNE,"5/12/2022 6 p.m. EDT",12867,12790,11144,-1723
ISNE,"5/12/2022 7 p.m. EDT",13535,13510,11628,-1907
ISNE,"5/12/2022 8 p.m. EDT",13744,13730,11807,-1937
ISNE,"5/12/2022 9 p.m. EDT",13820,13750,11849,-1971
ISNE,"5/12/2022 10 p.m. EDT",13123,12920,11184,-1939
ISNE,"5/12/2022 11 p.m. EDT",11999,11790,10196,-1803
ISNE,"5/13/2022 12 a.m. EDT",10898,10720,9137,-1761
ISNE,"5/13/2022 1 a.m. EDT",10149,10130,8153,-1996
ISNE,"5/13/2022 2 a.m. EDT",9690,9680,7496,-2194
ISNE,"5/13/2022 3 a.m. EDT",9705,9430,7481,-2224
ISNE,"5/13/2022 4 a.m. EDT",9694,9370,7608,-2086
ISNE,"5/13/2022 5 a.m. EDT",9894,9580,7773,-2121
ISNE,"5/13/2022 6 a.m. EDT",10231,10190,8271,-1960
ISNE,"5/13/2022 7 a.m. EDT",11234,11260,9448,-1786
ISNE,"5/13/2022 8 a.m. EDT",12014,12020,10405,-1609
ISNE,"5/13/2022 9 a.m. EDT",12188,12180,10640,-1548
ISNE,"5/13/2022 10 a.m. EDT",11940,11960,10480,-1460
ISNE,"5/13/2022 11 a.m. EDT",11773,11840,10423,-1350
ISNE,"5/13/2022 12 p.m. EDT",11651,11690,10231,-1420
ISNE,"5/13/2022 1 p.m. EDT",12024,11680,10667,-1357
ISNE,"5/13/2022 2 p.m. EDT",12008,11820,10802,-1206
ISNE,"5/13/2022 3 p.m. EDT",12042,12000,11014,-1028
ISNE,"5/13/2022 4 p.m. EDT",12371,12360,11200,-1171
ISNE,"5/13/2022 5 p.m. EDT",13250,12980,11784,-1466
ISNE,"5/13/2022 6 p.m. EDT",14129,13600,12568,-1561
ISNE,"5/13/2022 7 p.m. EDT",14611,14010,13066,-1545
ISNE,"5/13/2022 8 p.m. EDT",14666,14080,12838,-1828
ISNE,"5/13/2022 9 p.m. EDT",14580,14250,12576,-2004
ISNE,"5/13/2022 10 p.m. EDT",13985,13280,11771,-2214
ISNE,"5/13/2022 11 p.m. EDT",12957,12300,10732,-2225
ISNE,"5/14/2022 12 a.m. EDT",11910,11340,9930,-1980
ISNE,"5/14/2022 1 a.m. EDT",11387,11060,9674,-1713
ISNE,"5/14/2022 2 a.m. EDT",10845,10510,8924,-1921
ISNE,"5/14/2022 3 a.m. EDT",10690,10120,8599,-2091
ISNE,"5/14/2022 4 a.m. EDT",10502,9930,8629,-1873
ISNE,"5/14/2022 5 a.m. EDT",10518,9950,8750,-1768
ISNE,"5/14/2022 6 a.m. EDT",10581,10080,8992,-1589
ISNE,"5/14/2022 7 a.m. EDT",10697,10390,9417,-1280
ISNE,"5/14/2022 8 a.m. EDT",10722,10740,9682,-1040
ISNE,"5/14/2022 9 a.m. EDT",10907,10910,10040,-867
ISNE,"5/14/2022 10 a.m. EDT",11020,11130,10373,-647
ISNE,"5/14/2022 11 a.m. EDT",11203,11390,10533,-670
ISNE,"5/14/2022 12 p.m. EDT",11532,11670,10945,-587
ISNE,"5/14/2022 1 p.m. EDT",11881,12050,11184,-697
ISNE,"5/14/2022 2 p.m. EDT",12343,12400,11343,-1000
ISNE,"5/14/2022 3 p.m. EDT",12926,12610,11892,-1034
ISNE,"5/14/2022 4 p.m. EDT",13560,13180,12402,-1158
ISNE,"5/14/2022 5 p.m. EDT",14309,13930,13061,-1248
ISNE,"5/14/2022 6 p.m. EDT",14770,14780,13269,-1501
ISNE,"5/14/2022 7 p.m. EDT",14830,15270,13371,-1459
ISNE,"5/14/2022 8 p.m. EDT",14782,15750,13663,-1119
ISNE,"5/14/2022 9 p.m. EDT",14751,15280,13748,-1003
ISNE,"5/14/2022 10 p.m. EDT",14156,14300,13137,-1019
ISNE,"5/14/2022 11 p.m. EDT",13183,13310,12146,-1037
ISNE,"5/15/2022 12 a.m. EDT",12160,12350,10898,-1262
ISNE,"5/15/2022 1 a.m. EDT",11385,11340,9894,-1491
ISNE,"5/15/2022 2 a.m. EDT",11125,10800,9577,-1548
ISNE,"5/15/2022 3 a.m. EDT",10738,10420,9220,-1518
ISNE,"5/15/2022 4 a.m. EDT",10481,10170,8926,-1555
ISNE,"5/15/2022 5 a.m. EDT",10375,10070,8843,-1532
ISNE,"5/15/2022 6 a.m. EDT",10427,10110,8868,-1559
ISNE,"5/15/2022 7 a.m. EDT",10538,10250,8908,-1630
ISNE,"5/15/2022 8 a.m. EDT",10516,10530,8925,-1591
ISNE,"5/15/2022 9 a.m. EDT",10941,10960,9886,-1055
ISNE,"5/15/2022 10 a.m. EDT",11243,11300,10410,-833
ISNE,"5/15/2022 11 a.m. EDT",11450,11440,10504,-946
ISNE,"5/15/2022 12 p.m. EDT",11622,11560,10710,-912
ISNE,"5/15/2022 1 p.m. EDT",11797,11730,11021,-776
ISNE,"5/15/2022 2 p.m. EDT",11913,11940,11214,-699
ISNE,"5/15/2022 3 p.m. EDT",12119,12020,11427,-692
ISNE,"5/15/2022 4 p.m. EDT",12623,12390,11914,-709
ISNE,"5/15/2022 5 p.m. EDT",13428,13210,12561,-867
ISNE,"5/15/2022 6 p.m. EDT",14411,13940,13344,-1067
ISNE,"5/15/2022 7 p.m. EDT",14953,15110,13637,-1316
ISNE,"5/15/2022 8 p.m. EDT",14922,15490,13586,-1336
ISNE,"5/15/2022 9 p.m. EDT",14746,15500,13536,-1210
ISNE,"5/15/2022 10 p.m. EDT",13936,14310,12640,-1296
ISNE,"5/15/2022 11 p.m. EDT",12750,12810,11153,-1597
ISNE,"5/16/2022 12 a.m. EDT",11598,11400,9872,-1726
ISNE,"5/16/2022 1 a.m. EDT",11082,10790,9426,-1656
ISNE,"5/16/2022 2 a.m. EDT",10605,10310,9151,-1454
ISNE,"5/16/2022 3 a.m. EDT",10305,10060,8840,-1465
ISNE,"5/16/2022 4 a.m. EDT",10192,9990,9040,-1152
ISNE,"5/16/2022 5 a.m. EDT",10403,10200,9257,-1146
ISNE,"5/16/2022 6 a.m. EDT",11050,10940,9596,-1454
ISNE,"5/16/2022 7 a.m. EDT",11914,12150,10249,-1665
ISNE,"5/16/2022 8 a.m. EDT",12523,12780,11011,-1512
ISNE,"5/16/2022 9 a.m. EDT",12557,12720,11035,-1522
ISNE,"5/16/2022 10 a.m. EDT",12329,12470,11014,-1315
ISNE,"5/16/2022 11 a.m. EDT",12350,12150,11159,-1191
ISNE,"5/16/2022 12 p.m. EDT",12726,12400,11397,-1329
ISNE,"5/16/2022 1 p.m. EDT",13382,12930,12182,-1200
ISNE,"5/16/2022 2 p.m. EDT",13907,13440,12527,-1380
ISNE,"5/16/2022 3 p.m. EDT",14097,13760,12893,-1204
ISNE,"5/16/2022 4 p.m. EDT",14315,14200,12973,-1342
ISNE,"5/16/2022 5 p.m. EDT",15010,14680,13357,-1653
ISNE,"5/16/2022 6 p.m. EDT",15631,15360,13657,-1974
ISNE,"5/16/2022 7 p.m. EDT",15660,15630,13661,-1999
ISNE,"5/16/2022 8 p.m. EDT",15310,15750,13413,-1897
ISNE,"5/16/2022 9 p.m. EDT",14975,15160,13418,-1557
ISNE,"5/16/2022 10 p.m. EDT",14035,14180,12164,-1871
ISNE,"5/16/2022 11 p.m. EDT",12768,12860,10579,-2189
ISNE,"5/17/2022 12 a.m. EDT",11648,11690,9605,-2043
