"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
ISNE,"2/1/2022 12 a.m. EST",14659,14390,11651,-3008
ISNE,"2/1/2022 1 a.m. EST",14152,14000,11275,-2877
ISNE,"2/1/2022 2 a.m. EST",14449,13730,11669,-2780
ISNE,"2/1/2022 3 a.m. EST",14411,13710,11809,-2602
ISNE,"2/1/2022 4 a.m. EST",14497,13640,11876,-2621
ISNE,"2/1/2022 5 a.m. EST",14534,14050,11783,-2751
ISNE,"2/1/2022 6 a.m. EST",15225,15020,12544,-2681
ISNE,"2/1/2022 7 a.m. EST",16779,16470,14124,-2655
ISNE,"2/1/2022 8 a.m. EST",17680,17340,15154,-2526
ISNE,"2/1/2022 9 a.m. EST",17434,17370,14400,-3034
ISNE,"2/1/2022 10 a.m. EST",16801,17020,13866,-2935
ISNE,"2/1/2022 11 a.m. EST",16672,16760,13468,-3204
ISNE,"2/1/2022 12 p.m. EST",16544,16500,13581,-2963
ISNE,"2/1/2022 1 p.m. EST",16375,16390,13472,-2903
ISNE,"2/1/2022 2 p.m. EST",16229,16240,12921,-3308
ISNE,"2/1/2022 3 p.m. EST",16263,16040,12994,-3269
ISNE,"2/1/2022 4 p.m. EST",16362,16150,13183,-3179
ISNE,"2/1/2022 5 p.m. EST",16986,16630,13838,-3148
ISNE,"2/1/2022 6 p.m. EST",17855,17840,14571,-3284
ISNE,"2/1/2022 7 p.m. EST",17815,17860,14625,-3190
ISNE,"2/1/2022 8 p.m. EST",17376,17120,14219,-3157
ISNE,"2/1/2022 9 p.m. EST",16629,16310,13420,-3209
ISNE,"2/1/2022 10 p.m. EST",15670,15290,12442,-3228
ISNE,"2/1/2022 11 p.m. EST",14491,14210,11331,-3160
ISNE,"2/2/2022 12 a.m. EST",13805,13240,10411,-3394
ISNE,"2/2/2022 1 a.m. EST",13233,12890,10030,-3203
ISNE,"2/2/2022 2 a.m. EST",13158,12540,9956,-3202
ISNE,"2/2/2022 3 a.m. EST",13221,12370,9823,-3398
ISNE,"2/2/2022 4 a.m. EST",13209,12360,9839,-3370
ISNE,"2/2/2022 5 a.m. EST",13351,12650,10031,-3320
ISNE,"2/2/2022 6 a.m. EST",13871,13530,10605,-3266
ISNE,"2/2/2022 7 a.m. EST",14954,14980,11607,-3347
ISNE,"2/2/2022 8 a.m. EST",15867,15890,12706,-3161
ISNE,"2/2/2022 9 a.m. EST",15992,16060,12744,-3248
ISNE,"2/2/2022 10 a.m. EST",15738,15710,12453,-3285
ISNE,"2/2/2022 11 a.m. EST",15409,15500,12010,-3399
ISNE,"2/2/2022 12 p.m. EST",15001,15140,11553,-3448
ISNE,"2/2/2022 1 p.m. EST",14908,14870,11432,-3476
ISNE,"2/2/2022 2 p.m. EST",14753,14810,11329,-3424
ISNE,"2/2/2022 3 p.m. EST",14446,14890,11077,-3369
ISNE,"2/2/2022 4 p.m. EST",15110,15250,11693,-3417
ISNE,"2/2/2022 5 p.m. EST",15637,15930,12207,-3430
ISNE,"2/2/2022 6 p.m. EST",16651,17000,13118,-3533
ISNE,"2/2/2022 7 p.m. EST",16672,16760,13021,-3651
ISNE,"2/2/2022 8 p.m. EST",16185,16190,12481,-3704
ISNE,"2/2/2022 9 p.m. EST",15509,15330,11744,-3765
ISNE,"2/2/2022 10 p.m. EST",14631,14430,10756,-3875
ISNE,"2/2/2022 11 p.m. EST",13743,13390,9810,-3933
ISNE,"2/3/2022 12 a.m. EST",13117,12480,9124,-3993
ISNE,"2/3/2022 1 a.m. EST",13034,11960,9199,-3835
ISNE,"2/3/2022 2 a.m. EST",12690,11580,8827,-3863
ISNE,"2/3/2022 3 a.m. EST",12497,11390,8351,-4146
ISNE,"2/3/2022 4 a.m. EST",12487,11390,8281,-4206
ISNE,"2/3/2022 5 a.m. EST",12780,11630,8636,-4144
ISNE,"2/3/2022 6 a.m. EST",13623,12500,9590,-4033
ISNE,"2/3/2022 7 a.m. EST",14380,14120,10633,-3747
ISNE,"2/3/2022 8 a.m. EST",14999,15040,11478,-3521
ISNE,"2/3/2022 9 a.m. EST",15224,15250,11567,-3657
ISNE,"2/3/2022 10 a.m. EST",15216,15280,11463,-3753
