"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
NEVP,"1/1/2023 12 a.m. PST",3633,3605,3283,-350
NEVP,"1/1/2023 1 a.m. PST",3550,3487,3289,-261
NEVP,"1/1/2023 2 a.m. PST",3483,3463,3275,-208
NEVP,"1/1/2023 3 a.m. PST",3430,3420,3105,-325
NEVP,"1/1/2023 4 a.m. PST",3395,3396,3172,-223
NEVP,"1/1/2023 5 a.m. PST",3363,3357,3193,-170
NEVP,"1/1/2023 6 a.m. PST",3392,3388,3225,-167
NEVP,"1/1/2023 7 a.m. PST",3448,3435,3055,-393
NEVP,"1/1/2023 8 a.m. PST",3484,3439,2797,-687
NEVP,"1/1/2023 9 a.m. PST",3509,3480,2807,-702
NEVP,"1/1/2023 10 a.m. PST",3382,3552,3029,-353
NEVP,"1/1/2023 11 a.m. PST",3414,3597,3447,33
NEVP,"1/1/2023 12 p.m. PST",3405,3560,3358,-47
NEVP,"1/1/2023 1 p.m. PST",3505,3545,3305,-200
NEVP,"1/1/2023 2 p.m. PST",3587,3518,3022,-565
NEVP,"1/1/2023 3 p.m. PST",3682,3563,2852,-830
NEVP,"1/1/2023 4 p.m. PST",3766,3633,2723,-1043
NEVP,"1/1/2023 5 p.m. PST",3956,3957,3275,-681
NEVP,"1/1/2023 6 p.m. PST",4170,4167,3573,-597
NEVP,"1/1/2023 7 p.m. PST",4160,4118,3543,-617
NEVP,"1/1/2023 8 p.m. PST",4135,4045,3595,-540
NEVP,"1/1/2023 9 p.m. PST",4093,4024,3580,-513
NEVP,"1/1/2023 10 p.m. PST",3993,3919,3517,-476
NEVP,"1/1/2023 11 p.m. PST",3875,3860,3471,-404
NEVP,"1/2/2023 12 a.m. PST",3742,3719,3449,-293
NEVP,"1/2/2023 1 a.m. PST",3655,3672,3484,-171
NEVP,"1/2/2023 2 a.m. PST",3592,3612,3420,-172
NEVP,"1/2/2023 3 a.m. PST",3565,3540,3387,-178
NEVP,"1/2/2023 4 a.m. PST",3570,3615,3235,-335
NEVP,"1/2/2023 5 a.m. PST",3617,3628,3338,-279
NEVP,"1/2/2023 6 a.m. PST",3706,3857,3428,-278
NEVP,"1/2/2023 7 a.m. PST",3834,4038,3450,-384
NEVP,"1/2/2023 8 a.m. PST",3845,4068,3511,-334
NEVP,"1/2/2023 9 a.m. PST",3788,4003,3934,146
NEVP,"1/2/2023 10 a.m. PST",3810,3880,3979,169
NEVP,"1/2/2023 11 a.m. PST",3749,3839,3939,190
NEVP,"1/2/2023 12 p.m. PST",3696,3693,3863,167
NEVP,"1/2/2023 1 p.m. PST",3698,3650,3868,170
NEVP,"1/2/2023 2 p.m. PST",3722,3722,3946,224
NEVP,"1/2/2023 3 p.m. PST",3812,3761,3882,70
NEVP,"1/2/2023 4 p.m. PST",3975,3821,3554,-421
NEVP,"1/2/2023 5 p.m. PST",4209,4212,3579,-630
NEVP,"1/2/2023 6 p.m. PST",4426,4496,3920,-506
NEVP,"1/2/2023 7 p.m. PST",4421,4414,3904,-517
NEVP,"1/2/2023 8 p.m. PST",4387,4377,3754,-633
NEVP,"1/2/2023 9 p.m. PST",4312,4268,3714,-598
NEVP,"1/2/2023 10 p.m. PST",4178,4111,3663,-515
NEVP,"1/2/2023 11 p.m. PST",4027,4028,3477,-550
NEVP,"1/3/2023 12 a.m. PST",3874,3857,3207,-667
NEVP,"1/3/2023 1 a.m. PST",3776,3688,3145,-631
NEVP,"1/3/2023 2 a.m. PST",3679,3673,3131,-548
NEVP,"1/3/2023 3 a.m. PST",3635,3667,3121,-514
NEVP,"1/3/2023 4 a.m. PST",3629,3700,3184,-445
NEVP,"1/3/2023 5 a.m. PST",3704,3769,3164,-540
NEVP,"1/3/2023 6 a.m. PST",3877,3878,3217,-660
NEVP,"1/3/2023 7 a.m. PST",4073,4094,3440,-633
NEVP,"1/3/2023 8 a.m. PST",4103,4124,3450,-653
NEVP,"1/3/2023 9 a.m. PST",4092,4078,3504,-588
NEVP,"1/3/2023 10 a.m. PST",4132,3948,3351,-781
NEVP,"1/3/2023 11 a.m. PST",4048,3897,3464,-584
NEVP,"1/3/2023 12 p.m. PST",3935,3860,3679,-256
NEVP,"1/3/2023 1 p.m. PST",3846,3786,3735,-111
NEVP,"1/3/2023 2 p.m. PST",3856,3755,3976,120
NEVP,"1/3/2023 3 p.m. PST",3870,3810,3895,25
NEVP,"1/3/2023 4 p.m. PST",4014,3828,3736,-278
NEVP,"1/3/2023 5 p.m. PST",4231,4142,3604,-627
NEVP,"1/3/2023 6 p.m. PST",4454,4357,3950,-504
NEVP,"1/3/2023 7 p.m. PST",4442,4334,3971,-471
NEVP,"1/3/2023 8 p.m. PST",4396,4289,3958,-438
NEVP,"1/3/2023 9 p.m. PST",4325,4162,3937,-388
NEVP,"1/3/2023 10 p.m. PST",4173,4041,3450,-723
NEVP,"1/3/2023 11 p.m. PST",4012,3904,3243,-769
NEVP,"1/4/2023 12 a.m. PST",3857,3778,3328,-529
