"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
ISNE,"3/1/2022 12 a.m. EST",13856,14160,10237,-3619
ISNE,"3/1/2022 1 a.m. EST",13341,13500,9748,-3593
ISNE,"3/1/2022 2 a.m. EST",13075,13150,9522,-3553
ISNE,"3/1/2022 3 a.m. EST",12970,13070,9533,-3437
ISNE,"3/1/2022 4 a.m. EST",13045,13110,9620,-3425
ISNE,"3/1/2022 5 a.m. EST",13401,13580,9845,-3556
ISNE,"3/1/2022 6 a.m. EST",14318,14510,10808,-3510
ISNE,"3/1/2022 7 a.m. EST",15718,16010,12459,-3259
ISNE,"3/1/2022 8 a.m. EST",16173,16590,13667,-2506
ISNE,"3/1/2022 9 a.m. EST",15878,15840,13153,-2725
ISNE,"3/1/2022 10 a.m. EST",15674,15600,12901,-2773
ISNE,"3/1/2022 11 a.m. EST",15713,15530,13059,-2654
ISNE,"3/1/2022 12 p.m. EST",15686,15460,13088,-2598
ISNE,"3/1/2022 1 p.m. EST",15547,15440,12875,-2672
ISNE,"3/1/2022 2 p.m. EST",15405,15380,12794,-2611
ISNE,"3/1/2022 3 p.m. EST",15248,15370,12607,-2641
ISNE,"3/1/2022 4 p.m. EST",15511,15600,12903,-2608
ISNE,"3/1/2022 5 p.m. EST",15984,16050,13436,-2548
ISNE,"3/1/2022 6 p.m. EST",16604,16700,14035,-2569
ISNE,"3/1/2022 7 p.m. EST",16764,16920,14131,-2633
ISNE,"3/1/2022 8 p.m. EST",16337,16670,13718,-2619
ISNE,"3/1/2022 9 p.m. EST",15706,16150,13010,-2696
ISNE,"3/1/2022 10 p.m. EST",14739,15080,11947,-2792
ISNE,"3/1/2022 11 p.m. EST",13613,13860,10837,-2776
ISNE,"3/2/2022 12 a.m. EST",12618,12780,10077,-2541
ISNE,"3/2/2022 1 a.m. EST",12280,11730,9760,-2520
ISNE,"3/2/2022 2 a.m. EST",12127,11400,9535,-2592
ISNE,"3/2/2022 3 a.m. EST",11949,11260,9234,-2715
ISNE,"3/2/2022 4 a.m. EST",11947,11290,9280,-2667
ISNE,"3/2/2022 5 a.m. EST",11978,11670,9431,-2547
ISNE,"3/2/2022 6 a.m. EST",12647,12680,10303,-2344
ISNE,"3/2/2022 7 a.m. EST",14067,14170,11658,-2409
ISNE,"3/2/2022 8 a.m. EST",14490,14610,12022,-2468
ISNE,"3/2/2022 9 a.m. EST",13866,13930,11365,-2501
ISNE,"3/2/2022 10 a.m. EST",13332,13190,10826,-2506
