"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
ISNE,"9/1/2022 12 a.m. EDT",13206,13480,10825,-2381
ISNE,"9/1/2022 1 a.m. EDT",12580,12280,9598,-2982
ISNE,"9/1/2022 2 a.m. EDT",11955,11660,8960,-2995
ISNE,"9/1/2022 3 a.m. EDT",11557,11270,8697,-2860
ISNE,"9/1/2022 4 a.m. EDT",11600,11070,8690,-2910
ISNE,"9/1/2022 5 a.m. EDT",11727,11220,8804,-2923
ISNE,"9/1/2022 6 a.m. EDT",12354,11850,9513,-2841
ISNE,"9/1/2022 7 a.m. EDT",13064,12960,10399,-2665
ISNE,"9/1/2022 8 a.m. EDT",13438,13670,11010,-2428
ISNE,"9/1/2022 9 a.m. EDT",13477,13730,11233,-2244
ISNE,"9/1/2022 10 a.m. EDT",13328,13490,11327,-2001
ISNE,"9/1/2022 11 a.m. EDT",13278,13470,11462,-1816
ISNE,"9/1/2022 12 p.m. EDT",13336,13630,11939,-1397
ISNE,"9/1/2022 1 p.m. EDT",13441,13820,12033,-1408
ISNE,"9/1/2022 2 p.m. EDT",13745,13810,12061,-1684
ISNE,"9/1/2022 3 p.m. EDT",14163,14150,12745,-1418
ISNE,"9/1/2022 4 p.m. EDT",14756,14710,13463,-1293
ISNE,"9/1/2022 5 p.m. EDT",15646,15560,14363,-1283
ISNE,"9/1/2022 6 p.m. EDT",16469,16590,15056,-1413
ISNE,"9/1/2022 7 p.m. EDT",16633,16520,14994,-1639
ISNE,"9/1/2022 8 p.m. EDT",16264,16330,14481,-1783
ISNE,"9/1/2022 9 p.m. EDT",15703,15690,13543,-2160
ISNE,"9/1/2022 10 p.m. EDT",14609,14530,12410,-2199
ISNE,"9/1/2022 11 p.m. EDT",13335,13260,11133,-2202
ISNE,"9/2/2022 12 a.m. EDT",12160,12060,9667,-2493
ISNE,"9/2/2022 1 a.m. EDT",11600,11290,8870,-2730
ISNE,"9/2/2022 2 a.m. EDT",11006,10700,8419,-2587
ISNE,"9/2/2022 3 a.m. EDT",10857,10310,8153,-2704
ISNE,"9/2/2022 4 a.m. EDT",10671,10120,7763,-2908
ISNE,"9/2/2022 5 a.m. EDT",10741,10200,7863,-2878
ISNE,"9/2/2022 6 a.m. EDT",10732,10770,8000,-2732
ISNE,"9/2/2022 7 a.m. EDT",11594,11810,8974,-2620
ISNE,"9/2/2022 8 a.m. EDT",12068,12360,9481,-2587
ISNE,"9/2/2022 9 a.m. EDT",12047,12270,9618,-2429
ISNE,"9/2/2022 10 a.m. EDT",11712,11410,9581,-2131
ISNE,"9/2/2022 11 a.m. EDT",11447,11430,9595,-1852
ISNE,"9/2/2022 12 p.m. EDT",11406,11650,9855,-1551
ISNE,"9/2/2022 1 p.m. EDT",11290,11210,9941,-1349
ISNE,"9/2/2022 2 p.m. EDT",11573,11700,10227,-1346
ISNE,"9/2/2022 3 p.m. EDT",12266,12200,10972,-1294
ISNE,"9/2/2022 4 p.m. EDT",12826,12910,11466,-1360
ISNE,"9/2/2022 5 p.m. EDT",13787,14030,12137,-1650
ISNE,"9/2/2022 6 p.m. EDT",14784,15620,12564,-2220
ISNE,"9/2/2022 7 p.m. EDT",15093,15530,12670,-2423
ISNE,"9/2/2022 8 p.m. EDT",14810,15450,12116,-2694
ISNE,"9/2/2022 9 p.m. EDT",14342,14860,11637,-2705
ISNE,"9/2/2022 10 p.m. EDT",13532,14000,10960,-2572
ISNE,"9/2/2022 11 p.m. EDT",12535,12960,10191,-2344
ISNE,"9/3/2022 12 a.m. EDT",11577,11920,8968,-2609
ISNE,"9/3/2022 1 a.m. EDT",11048,11020,8481,-2567
ISNE,"9/3/2022 2 a.m. EDT",10830,10460,8548,-2282
ISNE,"9/3/2022 3 a.m. EDT",10755,10100,8418,-2337
ISNE,"9/3/2022 4 a.m. EDT",10578,9880,8179,-2399
ISNE,"9/3/2022 5 a.m. EDT",10551,9810,8267,-2284
ISNE,"9/3/2022 6 a.m. EDT",10713,10010,8257,-2456
ISNE,"9/3/2022 7 a.m. EDT",10966,10370,8628,-2338
ISNE,"9/3/2022 8 a.m. EDT",11239,10820,9070,-2169
ISNE,"9/3/2022 9 a.m. EDT",11023,11140,9336,-1687
ISNE,"9/3/2022 10 a.m. EDT",10980,10590,9885,-1095
ISNE,"9/3/2022 11 a.m. EDT",10669,10670,9667,-1002
ISNE,"9/3/2022 12 p.m. EDT",10741,10760,9714,-1027
ISNE,"9/3/2022 1 p.m. EDT",11008,11100,10008,-1000
ISNE,"9/3/2022 2 p.m. EDT",11442,11520,10470,-972
ISNE,"9/3/2022 3 p.m. EDT",11897,12150,10873,-1024
ISNE,"9/3/2022 4 p.m. EDT",12651,12890,11652,-999
