"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
NEVP,"12/1/2022 12 a.m. PST",3825,3703,3290,-535
NEVP,"12/1/2022 1 a.m. PST",3724,3532,3253,-471
NEVP,"12/1/2022 2 a.m. PST",3677,3487,3259,-418
NEVP,"12/1/2022 3 a.m. PST",3652,3489,3097,-555
NEVP,"12/1/2022 4 a.m. PST",3682,3509,3089,-593
NEVP,"12/1/2022 5 a.m. PST",3779,3582,3135,-644
NEVP,"12/1/2022 6 a.m. PST",3966,3736,3090,-876
NEVP,"12/1/2022 7 a.m. PST",4143,3903,3137,-1006
NEVP,"12/1/2022 8 a.m. PST",4171,3873,3383,-788
NEVP,"12/1/2022 9 a.m. PST",4142,3868,3161,-981
NEVP,"12/1/2022 10 a.m. PST",4122,3801,3226,-896
NEVP,"12/1/2022 11 a.m. PST",4001,3717,3542,-459
NEVP,"12/1/2022 12 p.m. PST",3996,3675,3357,-639
NEVP,"12/1/2022 1 p.m. PST",3985,3676,3243,-742
NEVP,"12/1/2022 2 p.m. PST",3907,3636,3636,-271
NEVP,"12/1/2022 3 p.m. PST",3964,3665,3537,-427
NEVP,"12/1/2022 4 p.m. PST",4108,3775,3417,-691
NEVP,"12/1/2022 5 p.m. PST",4342,3987,3688,-654
NEVP,"12/1/2022 6 p.m. PST",4477,4104,3742,-735
NEVP,"12/1/2022 7 p.m. PST",4452,4102,4031,-421
NEVP,"12/1/2022 8 p.m. PST",4401,4032,4023,-378
NEVP,"12/1/2022 9 p.m. PST",4316,3980,3727,-589
NEVP,"12/1/2022 10 p.m. PST",4171,3918,3610,-561
NEVP,"12/1/2022 11 p.m. PST",3972,3794,3267,-705
NEVP,"12/2/2022 12 a.m. PST",3826,3637,3082,-744
NEVP,"12/2/2022 1 a.m. PST",3704,3497,2987,-717
NEVP,"12/2/2022 2 a.m. PST",3645,3449,2975,-670
NEVP,"12/2/2022 3 a.m. PST",3602,3410,3023,-579
NEVP,"12/2/2022 4 a.m. PST",3599,3434,3022,-577
NEVP,"12/2/2022 5 a.m. PST",3659,3492,3202,-457
NEVP,"12/2/2022 6 a.m. PST",3818,3620,3388,-430
NEVP,"12/2/2022 7 a.m. PST",3990,3827,3452,-538
NEVP,"12/2/2022 8 a.m. PST",4001,3775,3495,-506
NEVP,"12/2/2022 9 a.m. PST",3948,3729,4060,112
NEVP,"12/2/2022 10 a.m. PST",3879,3728,4155,276
NEVP,"12/2/2022 11 a.m. PST",3904,3658,4116,212
NEVP,"12/2/2022 12 p.m. PST",3826,3595,3859,33
NEVP,"12/2/2022 1 p.m. PST",3801,3613,3894,93
NEVP,"12/2/2022 2 p.m. PST",3807,3566,3807,0
NEVP,"12/2/2022 3 p.m. PST",3832,3629,3720,-112
NEVP,"12/2/2022 4 p.m. PST",3929,3758,3878,-51
NEVP,"12/2/2022 5 p.m. PST",4174,3943,3904,-270
NEVP,"12/2/2022 6 p.m. PST",4331,4095,4107,-224
NEVP,"12/2/2022 7 p.m. PST",4304,4084,3973,-331
NEVP,"12/2/2022 8 p.m. PST",4264,4063,3878,-386
NEVP,"12/2/2022 9 p.m. PST",4200,3944,3677,-523
NEVP,"12/2/2022 10 p.m. PST",4105,3872,3494,-611
NEVP,"12/2/2022 11 p.m. PST",3976,3737,3386,-590
NEVP,"12/3/2022 12 a.m. PST",3830,3616,3312,-518
NEVP,"12/3/2022 1 a.m. PST",3715,3544,3282,-433
NEVP,"12/3/2022 2 a.m. PST",3635,3478,3182,-453
NEVP,"12/3/2022 3 a.m. PST",3593,3450,3168,-425
NEVP,"12/3/2022 4 a.m. PST",3581,3474,3152,-429
NEVP,"12/3/2022 5 a.m. PST",3609,3476,3018,-591
NEVP,"12/3/2022 6 a.m. PST",3682,3537,3049,-633
NEVP,"12/3/2022 7 a.m. PST",3758,3631,3087,-671
NEVP,"12/3/2022 8 a.m. PST",3795,3602,3153,-642
NEVP,"12/3/2022 9 a.m. PST",3786,3609,3349,-437
NEVP,"12/3/2022 10 a.m. PST",3807,3637,3747,-60
NEVP,"12/3/2022 11 a.m. PST",3749,3558,3833,84
NEVP,"12/3/2022 12 p.m. PST",3689,3513,3687,-2
NEVP,"12/3/2022 1 p.m. PST",3674,3546,3700,26
NEVP,"12/3/2022 2 p.m. PST",3664,3534,3863,199
NEVP,"12/3/2022 3 p.m. PST",3706,3596,3921,215
NEVP,"12/3/2022 4 p.m. PST",3841,3694,3730,-111
NEVP,"12/3/2022 5 p.m. PST",4085,3906,3587,-498
NEVP,"12/3/2022 6 p.m. PST",4227,4047,3629,-598
NEVP,"12/3/2022 7 p.m. PST",4180,4049,3698,-482
NEVP,"12/3/2022 8 p.m. PST",4142,3998,3732,-410
NEVP,"12/3/2022 9 p.m. PST",4085,3944,3686,-399
NEVP,"12/3/2022 10 p.m. PST",3994,3855,3560,-434
NEVP,"12/3/2022 11 p.m. PST",3881,3732,3482,-399
NEVP,"12/4/2022 12 a.m. PST",3752,3607,3280,-472
NEVP,"12/4/2022 1 a.m. PST",3624,3470,3303,-321
NEVP,"12/4/2022 2 a.m. PST",3554,3428,3330,-224
NEVP,"12/4/2022 3 a.m. PST",3515,3393,3347,-168
NEVP,"12/4/2022 4 a.m. PST",3511,3369,3356,-155
NEVP,"12/4/2022 5 a.m. PST",3551,3396,3372,-179
NEVP,"12/4/2022 6 a.m. PST",3613,3459,3300,-313
NEVP,"12/4/2022 7 a.m. PST",3682,3523,3217,-465
NEVP,"12/4/2022 8 a.m. PST",3645,3515,3221,-424
NEVP,"12/4/2022 9 a.m. PST",3697,3526,3185,-512
NEVP,"12/4/2022 10 a.m. PST",3674,3567,2986,-688
NEVP,"12/4/2022 11 a.m. PST",3661,3570,3215,-446
NEVP,"12/4/2022 12 p.m. PST",3624,3513,3056,-568
NEVP,"12/4/2022 1 p.m. PST",3611,3510,3261,-350
NEVP,"12/4/2022 2 p.m. PST",3648,3523,3430,-218
NEVP,"12/4/2022 3 p.m. PST",3727,3611,3517,-210
NEVP,"12/4/2022 4 p.m. PST",3860,3756,3429,-431
NEVP,"12/4/2022 5 p.m. PST",4085,3932,3416,-669
NEVP,"12/4/2022 6 p.m. PST",4240,4090,3868,-372
NEVP,"12/4/2022 7 p.m. PST",4212,4114,3843,-369
NEVP,"12/4/2022 8 p.m. PST",4158,4049,3835,-323
