"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
ISNE,"4/1/2022 12 a.m. EDT",11016,10550,9413,-1603
ISNE,"4/1/2022 1 a.m. EDT",10744,10110,9106,-1638
ISNE,"4/1/2022 2 a.m. EDT",10568,9710,8715,-1853
ISNE,"4/1/2022 3 a.m. EDT",10355,9500,8522,-1833
ISNE,"4/1/2022 4 a.m. EDT",10300,9450,8415,-1885
ISNE,"4/1/2022 5 a.m. EDT",10533,9700,8512,-2021
ISNE,"4/1/2022 6 a.m. EDT",11062,10490,9089,-1973
ISNE,"4/1/2022 7 a.m. EDT",12022,11850,10305,-1717
ISNE,"4/1/2022 8 a.m. EDT",12766,12760,11243,-1523
ISNE,"4/1/2022 9 a.m. EDT",12956,12930,11387,-1569
ISNE,"4/1/2022 10 a.m. EDT",12422,12390,10808,-1614
ISNE,"4/1/2022 11 a.m. EDT",11945,11940,10740,-1205
ISNE,"4/1/2022 12 p.m. EDT",12097,12090,10921,-1176
ISNE,"4/1/2022 1 p.m. EDT",12150,12130,10822,-1328
ISNE,"4/1/2022 2 p.m. EDT",11873,11700,10537,-1336
ISNE,"4/1/2022 3 p.m. EDT",11804,11590,10444,-1360
ISNE,"4/1/2022 4 p.m. EDT",11765,11650,10372,-1393
ISNE,"4/1/2022 5 p.m. EDT",12092,12020,10523,-1569
ISNE,"4/1/2022 6 p.m. EDT",12649,12640,11376,-1273
ISNE,"4/1/2022 7 p.m. EDT",13002,13070,11633,-1369
ISNE,"4/1/2022 8 p.m. EDT",13477,13390,12230,-1247
ISNE,"4/1/2022 9 p.m. EDT",13308,13230,12037,-1271
ISNE,"4/1/2022 10 p.m. EDT",12727,12640,11347,-1380
ISNE,"4/1/2022 11 p.m. EDT",12246,11850,10789,-1457
ISNE,"4/2/2022 12 a.m. EDT",11480,11070,10009,-1471
ISNE,"4/2/2022 1 a.m. EDT",10938,10620,9513,-1425
ISNE,"4/2/2022 2 a.m. EDT",10910,10290,9442,-1468
ISNE,"4/2/2022 3 a.m. EDT",10972,10130,9367,-1605
ISNE,"4/2/2022 4 a.m. EDT",10949,10090,9382,-1567
ISNE,"4/2/2022 5 a.m. EDT",10834,10230,9416,-1418
ISNE,"4/2/2022 6 a.m. EDT",11032,10630,9642,-1390
ISNE,"4/2/2022 7 a.m. EDT",11301,11300,9904,-1397
ISNE,"4/2/2022 8 a.m. EDT",11687,11670,10375,-1312
ISNE,"4/2/2022 9 a.m. EDT",11279,11220,9829,-1450
ISNE,"4/2/2022 10 a.m. EDT",10790,10320,9427,-1363
ISNE,"4/2/2022 11 a.m. EDT",10149,9500,9124,-1025
ISNE,"4/2/2022 12 p.m. EDT",9939,9120,9097,-842
ISNE,"4/2/2022 1 p.m. EDT",9653,8880,8928,-725
ISNE,"4/2/2022 2 p.m. EDT",9507,8620,8614,-893
ISNE,"4/2/2022 3 p.m. EDT",9425,8510,8668,-757
ISNE,"4/2/2022 4 p.m. EDT",9517,8750,8805,-712
ISNE,"4/2/2022 5 p.m. EDT",9616,9700,8458,-1158
ISNE,"4/2/2022 6 p.m. EDT",10935,11040,9702,-1233
ISNE,"4/2/2022 7 p.m. EDT",12115,12060,10732,-1383
ISNE,"4/2/2022 8 p.m. EDT",12816,12610,11354,-1462
ISNE,"4/2/2022 9 p.m. EDT",12772,12540,11098,-1674
ISNE,"4/2/2022 10 p.m. EDT",12291,12170,10759,-1532
ISNE,"4/2/2022 11 p.m. EDT",11625,11510,10071,-1554
ISNE,"4/3/2022 12 a.m. EDT",10957,10840,9328,-1629
ISNE,"4/3/2022 1 a.m. EDT",11009,10420,9161,-1848
ISNE,"4/3/2022 2 a.m. EDT",10722,10090,8847,-1875
ISNE,"4/3/2022 3 a.m. EDT",10794,9930,8808,-1986
ISNE,"4/3/2022 4 a.m. EDT",10517,9920,8660,-1857
ISNE,"4/3/2022 5 a.m. EDT",10723,10050,8622,-2101
ISNE,"4/3/2022 6 a.m. EDT",10615,10340,8339,-2276
ISNE,"4/3/2022 7 a.m. EDT",10838,10780,8581,-2257
ISNE,"4/3/2022 8 a.m. EDT",11112,11100,8745,-2367
ISNE,"4/3/2022 9 a.m. EDT",11211,11200,9134,-2077
ISNE,"4/3/2022 10 a.m. EDT",10893,10770,9304,-1589
ISNE,"4/3/2022 11 a.m. EDT",10613,10500,9213,-1400
ISNE,"4/3/2022 12 p.m. EDT",10332,10430,9015,-1317
ISNE,"4/3/2022 1 p.m. EDT",10160,10560,8876,-1284
ISNE,"4/3/2022 2 p.m. EDT",10538,10690,9391,-1147
ISNE,"4/3/2022 3 p.m. EDT",11192,11000,10016,-1176
ISNE,"4/3/2022 4 p.m. EDT",11792,11330,10409,-1383
ISNE,"4/3/2022 5 p.m. EDT",12442,11970,10670,-1772
ISNE,"4/3/2022 6 p.m. EDT",13086,12760,11081,-2005
ISNE,"4/3/2022 7 p.m. EDT",13462,13210,11495,-1967
ISNE,"4/3/2022 8 p.m. EDT",13698,13450,11601,-2097
ISNE,"4/3/2022 9 p.m. EDT",13346,13160,11505,-1841
ISNE,"4/3/2022 10 p.m. EDT",12593,12440,10772,-1821
