"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
ISNE,"11/1/2022 12 a.m. EDT",10322,10470,8082,-2240
ISNE,"11/1/2022 1 a.m. EDT",10243,9830,8103,-2140
ISNE,"11/1/2022 2 a.m. EDT",10134,9490,8092,-2042
ISNE,"11/1/2022 3 a.m. EDT",10247,9280,8108,-2139
ISNE,"11/1/2022 4 a.m. EDT",10240,9280,8262,-1978
ISNE,"11/1/2022 5 a.m. EDT",10163,9560,8102,-2061
ISNE,"11/1/2022 6 a.m. EDT",10707,10370,8243,-2464
ISNE,"11/1/2022 7 a.m. EDT",11595,11770,9073,-2522
ISNE,"11/1/2022 8 a.m. EDT",12705,13060,9927,-2778
ISNE,"11/1/2022 9 a.m. EDT",13049,13200,10520,-2529
ISNE,"11/1/2022 10 a.m. EDT",13184,12840,10640,-2544
ISNE,"11/1/2022 11 a.m. EDT",13251,13220,10451,-2800
ISNE,"11/1/2022 12 p.m. EDT",13229,13180,10283,-2946
ISNE,"11/1/2022 1 p.m. EDT",13125,13220,10281,-2844
ISNE,"11/1/2022 2 p.m. EDT",13098,13170,10332,-2766
ISNE,"11/1/2022 3 p.m. EDT",12925,13240,9980,-2945
ISNE,"11/1/2022 4 p.m. EDT",12907,13210,10053,-2854
ISNE,"11/1/2022 5 p.m. EDT",13294,13440,10398,-2896
ISNE,"11/1/2022 6 p.m. EDT",14063,14100,11154,-2909
ISNE,"11/1/2022 7 p.m. EDT",14491,14520,11415,-3076
ISNE,"11/1/2022 8 p.m. EDT",14034,14120,10868,-3166
ISNE,"11/1/2022 9 p.m. EDT",13313,13390,9975,-3338
ISNE,"11/1/2022 10 p.m. EDT",12417,12520,9325,-3092
ISNE,"11/1/2022 11 p.m. EDT",11577,11470,8759,-2818
ISNE,"11/2/2022 12 a.m. EDT",10720,10560,8561,-2159
ISNE,"11/2/2022 1 a.m. EDT",10538,9780,8828,-1710
ISNE,"11/2/2022 2 a.m. EDT",10311,9460,8936,-1375
ISNE,"11/2/2022 3 a.m. EDT",10110,9230,8630,-1480
ISNE,"11/2/2022 4 a.m. EDT",10077,9250,8410,-1667
ISNE,"11/2/2022 5 a.m. EDT",10332,9480,8884,-1448
ISNE,"11/2/2022 6 a.m. EDT",10755,10250,9166,-1589
ISNE,"11/2/2022 7 a.m. EDT",11717,11640,10131,-1586
ISNE,"11/2/2022 8 a.m. EDT",12709,12590,10468,-2241
ISNE,"11/2/2022 9 a.m. EDT",12495,12260,10073,-2422
ISNE,"11/2/2022 10 a.m. EDT",11489,11460,9677,-1812
ISNE,"11/2/2022 11 a.m. EDT",10974,10910,9752,-1222
ISNE,"11/2/2022 12 p.m. EDT",10810,10550,9909,-901
ISNE,"11/2/2022 1 p.m. EDT",10673,10380,9908,-765
ISNE,"11/2/2022 2 p.m. EDT",10500,10470,9793,-707
ISNE,"11/2/2022 3 p.m. EDT",10616,10720,9913,-703
ISNE,"11/2/2022 4 p.m. EDT",11329,11220,10142,-1187
ISNE,"11/2/2022 5 p.m. EDT",12526,12300,10677,-1849
ISNE,"11/2/2022 6 p.m. EDT",13580,13470,11299,-2281
ISNE,"11/2/2022 7 p.m. EDT",14109,13960,11520,-2589
ISNE,"11/2/2022 8 p.m. EDT",13707,13780,11186,-2521
ISNE,"11/2/2022 9 p.m. EDT",13096,13060,10532,-2564
ISNE,"11/2/2022 10 p.m. EDT",12270,12250,10100,-2170
ISNE,"11/2/2022 11 p.m. EDT",11232,11290,9577,-1655
ISNE,"11/3/2022 12 a.m. EDT",10387,10380,9378,-1009
ISNE,"11/3/2022 1 a.m. EDT",10176,9810,9035,-1141
ISNE,"11/3/2022 2 a.m. EDT",10051,9470,9088,-963
ISNE,"11/3/2022 3 a.m. EDT",9914,9340,9096,-818
ISNE,"11/3/2022 4 a.m. EDT",9924,9360,9283,-641
ISNE,"11/3/2022 5 a.m. EDT",10210,9710,9245,-965
ISNE,"11/3/2022 6 a.m. EDT",10766,10610,9512,-1254
ISNE,"11/3/2022 7 a.m. EDT",12139,12200,10497,-1642
ISNE,"11/3/2022 8 a.m. EDT",13253,13280,11608,-1645
ISNE,"11/3/2022 9 a.m. EDT",12987,12970,11504,-1483
ISNE,"11/3/2022 10 a.m. EDT",11808,11700,10209,-1599
ISNE,"11/3/2022 11 a.m. EDT",10914,10980,9840,-1074
ISNE,"11/3/2022 12 p.m. EDT",10368,10510,9956,-412
ISNE,"11/3/2022 1 p.m. EDT",10145,10170,10034,-111
ISNE,"11/3/2022 2 p.m. EDT",10377,10420,10051,-326
ISNE,"11/3/2022 3 p.m. EDT",10695,10820,10196,-499
ISNE,"11/3/2022 4 p.m. EDT",11313,11420,10282,-1031
ISNE,"11/3/2022 5 p.m. EDT",12550,12430,11070,-1480
ISNE,"11/3/2022 6 p.m. EDT",13612,13530,11880,-1732
ISNE,"11/3/2022 7 p.m. EDT",14131,13860,12451,-1680
ISNE,"11/3/2022 8 p.m. EDT",13743,13750,11854,-1889
ISNE,"11/3/2022 9 p.m. EDT",13120,13130,11165,-1955
ISNE,"11/3/2022 10 p.m. EDT",12323,12300,10665,-1658
ISNE,"11/3/2022 11 p.m. EDT",11330,11350,10147,-1183
ISNE,"11/4/2022 12 a.m. EDT",10544,10490,9718,-826
ISNE,"11/4/2022 1 a.m. EDT",10155,9830,9709,-446
ISNE,"11/4/2022 2 a.m. EDT",10049,9480,9544,-505
ISNE,"11/4/2022 3 a.m. EDT",10130,9300,9670,-460
ISNE,"11/4/2022 4 a.m. EDT",10134,9300,9666,-468
ISNE,"11/4/2022 5 a.m. EDT",10141,9580,9726,-415
ISNE,"11/4/2022 6 a.m. EDT",10742,10400,9833,-909
ISNE,"11/4/2022 7 a.m. EDT",11883,11860,10252,-1631
ISNE,"11/4/2022 8 a.m. EDT",12810,12850,11115,-1695
ISNE,"11/4/2022 9 a.m. EDT",12732,12730,11127,-1605
