"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
NEVP,"10/1/2022 12 a.m. PDT",4463,4223,3769,-694
NEVP,"10/1/2022 1 a.m. PDT",4159,3923,3864,-295
NEVP,"10/1/2022 2 a.m. PDT",3957,3742,4057,100
NEVP,"10/1/2022 3 a.m. PDT",3790,3648,4067,277
NEVP,"10/1/2022 4 a.m. PDT",3683,3547,3696,13
NEVP,"10/1/2022 5 a.m. PDT",3617,3493,3491,-126
NEVP,"10/1/2022 6 a.m. PDT",3608,3598,3241,-367
NEVP,"10/1/2022 7 a.m. PDT",3620,3491,3010,-610
NEVP,"10/1/2022 8 a.m. PDT",3671,3524,3172,-499
NEVP,"10/1/2022 9 a.m. PDT",3912,3706,3742,-170
NEVP,"10/1/2022 10 a.m. PDT",4104,3908,3846,-258
NEVP,"10/1/2022 11 a.m. PDT",4325,4041,4017,-308
NEVP,"10/1/2022 12 p.m. PDT",4547,4270,4001,-546
NEVP,"10/1/2022 1 p.m. PDT",4767,4606,4155,-612
NEVP,"10/1/2022 2 p.m. PDT",5072,4934,4668,-404
NEVP,"10/1/2022 3 p.m. PDT",5405,5334,4891,-514
NEVP,"10/1/2022 4 p.m. PDT",5740,5771,5118,-622
NEVP,"10/1/2022 5 p.m. PDT",5904,5784,5263,-641
NEVP,"10/1/2022 6 p.m. PDT",5864,5795,4553,-1311
NEVP,"10/1/2022 7 p.m. PDT",5678,5572,3814,-1864
NEVP,"10/1/2022 8 p.m. PDT",5502,5258,3875,-1627
NEVP,"10/1/2022 9 p.m. PDT",5216,5028,4364,-852
NEVP,"10/1/2022 10 p.m. PDT",4900,4762,4295,-605
NEVP,"10/1/2022 11 p.m. PDT",4636,4505,4093,-543
NEVP,"10/2/2022 12 a.m. PDT",4393,4243,3872,-521
NEVP,"10/2/2022 1 a.m. PDT",4169,4039,3727,-442
NEVP,"10/2/2022 2 a.m. PDT",4027,3876,3548,-479
NEVP,"10/2/2022 3 a.m. PDT",3893,3729,3419,-474
NEVP,"10/2/2022 4 a.m. PDT",3795,3641,3283,-512
NEVP,"10/2/2022 5 a.m. PDT",3733,3599,3310,-423
NEVP,"10/2/2022 6 a.m. PDT",3710,3662,3207,-503
NEVP,"10/2/2022 7 a.m. PDT",3710,3623,3234,-476
NEVP,"10/2/2022 8 a.m. PDT",3763,3610,3484,-279
NEVP,"10/2/2022 9 a.m. PDT",4056,3790,3487,-569
NEVP,"10/2/2022 10 a.m. PDT",4340,4032,3809,-531
NEVP,"10/2/2022 11 a.m. PDT",4641,4190,3859,-782
NEVP,"10/2/2022 12 p.m. PDT",4906,4459,4336,-570
NEVP,"10/2/2022 1 p.m. PDT",5133,4809,4468,-665
NEVP,"10/2/2022 2 p.m. PDT",5383,5076,4797,-586
NEVP,"10/2/2022 3 p.m. PDT",5646,5463,5181,-465
