"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
ISNE,"1/1/2023 12 a.m. EST",10922,10910,9004,-1918
ISNE,"1/1/2023 1 a.m. EST",10353,10360,8421,-1932
ISNE,"1/1/2023 2 a.m. EST",9922,9900,8097,-1825
ISNE,"1/1/2023 3 a.m. EST",10145,9570,8027,-2118
ISNE,"1/1/2023 4 a.m. EST",10230,9380,7785,-2445
ISNE,"1/1/2023 5 a.m. EST",10194,9360,7823,-2371
ISNE,"1/1/2023 6 a.m. EST",10364,9530,8045,-2319
ISNE,"1/1/2023 7 a.m. EST",10770,9940,8618,-2152
ISNE,"1/1/2023 8 a.m. EST",10816,10250,8869,-1947
ISNE,"1/1/2023 9 a.m. EST",10829,10300,8828,-2001
ISNE,"1/1/2023 10 a.m. EST",10781,10080,8953,-1828
ISNE,"1/1/2023 11 a.m. EST",10685,10100,9189,-1496
ISNE,"1/1/2023 12 p.m. EST",10623,10200,9504,-1119
ISNE,"1/1/2023 1 p.m. EST",10799,10500,9792,-1007
ISNE,"1/1/2023 2 p.m. EST",10626,10770,9413,-1213
ISNE,"1/1/2023 3 p.m. EST",11100,11330,9739,-1361
ISNE,"1/1/2023 4 p.m. EST",11980,12320,10299,-1681
ISNE,"1/1/2023 5 p.m. EST",13176,13580,10724,-2452
ISNE,"1/1/2023 6 p.m. EST",14025,14610,11319,-2706
ISNE,"1/1/2023 7 p.m. EST",13869,14520,10915,-2954
ISNE,"1/1/2023 8 p.m. EST",13522,14110,10614,-2908
ISNE,"1/1/2023 9 p.m. EST",13065,13460,10493,-2572
ISNE,"1/1/2023 10 p.m. EST",12463,12740,10009,-2454
ISNE,"1/1/2023 11 p.m. EST",11715,11870,9453,-2262
ISNE,"1/2/2023 12 a.m. EST",11096,11090,8705,-2391
ISNE,"1/2/2023 1 a.m. EST",10729,10470,8116,-2613
ISNE,"1/2/2023 2 a.m. EST",10435,10180,7830,-2605
ISNE,"1/2/2023 3 a.m. EST",10641,10060,7970,-2671
ISNE,"1/2/2023 4 a.m. EST",10671,10090,8026,-2645
ISNE,"1/2/2023 5 a.m. EST",10651,10340,8301,-2350
ISNE,"1/2/2023 6 a.m. EST",10842,10860,8479,-2363
ISNE,"1/2/2023 7 a.m. EST",11563,11590,9259,-2304
ISNE,"1/2/2023 8 a.m. EST",12169,12180,9759,-2410
ISNE,"1/2/2023 9 a.m. EST",12553,12570,9712,-2841
ISNE,"1/2/2023 10 a.m. EST",12789,12800,9998,-2791
ISNE,"1/2/2023 11 a.m. EST",12866,12800,10012,-2854
ISNE,"1/2/2023 12 p.m. EST",12847,12650,9940,-2907
ISNE,"1/2/2023 1 p.m. EST",13001,12630,10140,-2861
ISNE,"1/2/2023 2 p.m. EST",12903,12810,10321,-2582
ISNE,"1/2/2023 3 p.m. EST",13016,13200,10305,-2711
ISNE,"1/2/2023 4 p.m. EST",13472,13830,10852,-2620
ISNE,"1/2/2023 5 p.m. EST",14597,14740,12056,-2541
ISNE,"1/2/2023 6 p.m. EST",15539,15750,12919,-2620
ISNE,"1/2/2023 7 p.m. EST",15346,15410,12591,-2755
ISNE,"1/2/2023 8 p.m. EST",14861,14860,12010,-2851
ISNE,"1/2/2023 9 p.m. EST",14265,13950,11332,-2933
ISNE,"1/2/2023 10 p.m. EST",13445,13160,10534,-2911
ISNE,"1/2/2023 11 p.m. EST",12480,12240,9605,-2875
ISNE,"1/3/2023 12 a.m. EST",11869,11370,8865,-3004
ISNE,"1/3/2023 1 a.m. EST",11614,11050,8468,-3146
ISNE,"1/3/2023 2 a.m. EST",11556,10770,8355,-3201
ISNE,"1/3/2023 3 a.m. EST",11642,10620,8395,-3247
ISNE,"1/3/2023 4 a.m. EST",11715,10640,8439,-3276
ISNE,"1/3/2023 5 a.m. EST",11895,11020,8700,-3195
ISNE,"1/3/2023 6 a.m. EST",12274,11800,9117,-3157
ISNE,"1/3/2023 7 a.m. EST",13515,13030,10309,-3206
ISNE,"1/3/2023 8 a.m. EST",14337,14190,11304,-3033
ISNE,"1/3/2023 9 a.m. EST",14646,14630,11650,-2996
ISNE,"1/3/2023 10 a.m. EST",14855,14750,11901,-2954
ISNE,"1/3/2023 11 a.m. EST",15053,14850,12188,-2865
ISNE,"1/3/2023 12 p.m. EST",15189,14890,12074,-3115
ISNE,"1/3/2023 1 p.m. EST",15242,14870,12105,-3137
