"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
NEVP,"4/1/2022 12 a.m. PDT",3599,3506,3023,-576
NEVP,"4/1/2022 1 a.m. PDT",3437,3288,2736,-701
NEVP,"4/1/2022 2 a.m. PDT",3341,3175,2673,-668
NEVP,"4/1/2022 3 a.m. PDT",3264,3112,2610,-654
NEVP,"4/1/2022 4 a.m. PDT",3250,3122,2330,-920
NEVP,"4/1/2022 5 a.m. PDT",3286,3132,2343,-943
NEVP,"4/1/2022 6 a.m. PDT",3447,3301,2496,-951
NEVP,"4/1/2022 7 a.m. PDT",3606,3440,2613,-993
NEVP,"4/1/2022 8 a.m. PDT",3652,3430,3425,-227
NEVP,"4/1/2022 9 a.m. PDT",3664,3439,3518,-146
NEVP,"4/1/2022 10 a.m. PDT",3629,3465,3278,-351
NEVP,"4/1/2022 11 a.m. PDT",3664,3412,3248,-416
NEVP,"4/1/2022 12 p.m. PDT",3675,3437,3362,-313
NEVP,"4/1/2022 1 p.m. PDT",3705,3456,3357,-348
NEVP,"4/1/2022 2 p.m. PDT",3765,3479,3322,-443
NEVP,"4/1/2022 3 p.m. PDT",3880,3589,3356,-524
NEVP,"4/1/2022 4 p.m. PDT",4018,3750,3450,-568
NEVP,"4/1/2022 5 p.m. PDT",4176,3915,3608,-568
NEVP,"4/1/2022 6 p.m. PDT",4280,3969,3342,-938
NEVP,"4/1/2022 7 p.m. PDT",4287,4034,3089,-1198
NEVP,"4/1/2022 8 p.m. PDT",4324,4064,2986,-1338
NEVP,"4/1/2022 9 p.m. PDT",4258,4038,3064,-1194
NEVP,"4/1/2022 10 p.m. PDT",4081,3905,3099,-982
NEVP,"4/1/2022 11 p.m. PDT",3860,3679,2992,-868
NEVP,"4/2/2022 12 a.m. PDT",3663,3480,2783,-880
NEVP,"4/2/2022 1 a.m. PDT",3481,3325,2499,-982
NEVP,"4/2/2022 2 a.m. PDT",3401,3207,2663,-738
NEVP,"4/2/2022 3 a.m. PDT",3345,3115,2497,-848
NEVP,"4/2/2022 4 a.m. PDT",3278,3098,2404,-874
NEVP,"4/2/2022 5 a.m. PDT",3247,3072,2421,-826
NEVP,"4/2/2022 6 a.m. PDT",3321,3140,2444,-877
NEVP,"4/2/2022 7 a.m. PDT",3307,3261,2517,-790
NEVP,"4/2/2022 8 a.m. PDT",3321,3246,2997,-324
NEVP,"4/2/2022 9 a.m. PDT",3384,3280,3412,28
NEVP,"4/2/2022 10 a.m. PDT",3484,3320,3442,-42
NEVP,"4/2/2022 11 a.m. PDT",3536,3328,3473,-63
NEVP,"4/2/2022 12 p.m. PDT",3599,3361,3460,-139
NEVP,"4/2/2022 1 p.m. PDT",3728,3381,3437,-291
NEVP,"4/2/2022 2 p.m. PDT",3792,3441,3462,-330
NEVP,"4/2/2022 3 p.m. PDT",3921,3552,3594,-327
NEVP,"4/2/2022 4 p.m. PDT",4091,3699,3753,-338
NEVP,"4/2/2022 5 p.m. PDT",4259,3781,3725,-534
NEVP,"4/2/2022 6 p.m. PDT",4316,3864,3378,-938
NEVP,"4/2/2022 7 p.m. PDT",4288,3928,3019,-1269
NEVP,"4/2/2022 8 p.m. PDT",4333,3970,3140,-1193
NEVP,"4/2/2022 9 p.m. PDT",4243,3940,3346,-897
NEVP,"4/2/2022 10 p.m. PDT",4111,3819,3282,-829
NEVP,"4/2/2022 11 p.m. PDT",3914,3661,3186,-728
NEVP,"4/3/2022 12 a.m. PDT",3711,3467,3110,-601
NEVP,"4/3/2022 1 a.m. PDT",3526,3285,2798,-728
NEVP,"4/3/2022 2 a.m. PDT",3391,3165,2701,-690
NEVP,"4/3/2022 3 a.m. PDT",3308,3123,2564,-744
NEVP,"4/3/2022 4 a.m. PDT",3236,3122,2519,-717
NEVP,"4/3/2022 5 a.m. PDT",3227,3123,2439,-788
NEVP,"4/3/2022 6 a.m. PDT",3249,3191,2420,-829
NEVP,"4/3/2022 7 a.m. PDT",3239,3209,2390,-849
NEVP,"4/3/2022 8 a.m. PDT",3222,3246,2694,-528
NEVP,"4/3/2022 9 a.m. PDT",3308,3280,2982,-326
NEVP,"4/3/2022 10 a.m. PDT",3393,3320,3331,-62
NEVP,"4/3/2022 11 a.m. PDT",3489,3328,3288,-201
NEVP,"4/3/2022 12 p.m. PDT",3526,3361,3107,-419
NEVP,"4/3/2022 1 p.m. PDT",3648,3381,3245,-403
NEVP,"4/3/2022 2 p.m. PDT",3753,3441,3237,-516
NEVP,"4/3/2022 3 p.m. PDT",3851,3552,3251,-600
NEVP,"4/3/2022 4 p.m. PDT",3967,3699,2969,-998
NEVP,"4/3/2022 5 p.m. PDT",4084,3781,2835,-1249
NEVP,"4/3/2022 6 p.m. PDT",4173,3864,3069,-1104
NEVP,"4/3/2022 7 p.m. PDT",4224,3928,2953,-1271
NEVP,"4/3/2022 8 p.m. PDT",4313,3970,2934,-1379
NEVP,"4/3/2022 9 p.m. PDT",4282,3940,3092,-1190
NEVP,"4/3/2022 10 p.m. PDT",4109,3819,3008,-1101
NEVP,"4/3/2022 11 p.m. PDT",3875,3661,3031,-844
NEVP,"4/4/2022 12 a.m. PDT",3640,3467,3021,-619
NEVP,"4/4/2022 1 a.m. PDT",3460,3212,2643,-817
NEVP,"4/4/2022 2 a.m. PDT",3285,3120,2386,-899
NEVP,"4/4/2022 3 a.m. PDT",3159,3061,2401,-758
NEVP,"4/4/2022 4 a.m. PDT",3238,3092,2559,-679
NEVP,"4/4/2022 5 a.m. PDT",3301,3088,2591,-710
NEVP,"4/4/2022 6 a.m. PDT",3429,3233,2950,-479
NEVP,"4/4/2022 7 a.m. PDT",3555,3367,2961,-594
NEVP,"4/4/2022 8 a.m. PDT",3553,3384,3226,-327
NEVP,"4/4/2022 9 a.m. PDT",3593,3366,3303,-290
NEVP,"4/4/2022 10 a.m. PDT",3650,3350,3129,-521
NEVP,"4/4/2022 11 a.m. PDT",3769,3375,3056,-713
NEVP,"4/4/2022 12 p.m. PDT",3831,3352,3060,-771
NEVP,"4/4/2022 1 p.m. PDT",3966,3424,3105,-861
NEVP,"4/4/2022 2 p.m. PDT",3995,3423,3112,-883
NEVP,"4/4/2022 3 p.m. PDT",4124,3461,3301,-823
NEVP,"4/4/2022 4 p.m. PDT",4309,3522,3670,-639
