"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
NEVP,"6/1/2022 12 a.m. PDT",4321,4000,3511,-810
NEVP,"6/1/2022 1 a.m. PDT",4055,3750,3153,-902
NEVP,"6/1/2022 2 a.m. PDT",3863,3533,2866,-997
NEVP,"6/1/2022 3 a.m. PDT",3687,3396,2695,-992
NEVP,"6/1/2022 4 a.m. PDT",3622,3346,2637,-985
NEVP,"6/1/2022 5 a.m. PDT",3645,3304,2649,-996
NEVP,"6/1/2022 6 a.m. PDT",3642,3384,2625,-1017
NEVP,"6/1/2022 7 a.m. PDT",3743,3453,2556,-1187
NEVP,"6/1/2022 8 a.m. PDT",3917,3567,3186,-731
NEVP,"6/1/2022 9 a.m. PDT",4106,3727,3557,-549
NEVP,"6/1/2022 10 a.m. PDT",4142,3865,3507,-635
NEVP,"6/1/2022 11 a.m. PDT",4235,4045,3369,-866
NEVP,"6/1/2022 12 p.m. PDT",4428,4254,3440,-988
NEVP,"6/1/2022 1 p.m. PDT",4602,4467,3388,-1214
NEVP,"6/1/2022 2 p.m. PDT",4843,4655,3572,-1271
NEVP,"6/1/2022 3 p.m. PDT",5117,4998,3547,-1570
NEVP,"6/1/2022 4 p.m. PDT",5419,5264,3707,-1712
NEVP,"6/1/2022 5 p.m. PDT",5639,5518,3708,-1931
NEVP,"6/1/2022 6 p.m. PDT",5776,5664,3899,-1877
NEVP,"6/1/2022 7 p.m. PDT",5794,5635,3822,-1972
NEVP,"6/1/2022 8 p.m. PDT",5645,5394,3606,-2039
NEVP,"6/1/2022 9 p.m. PDT",5454,5236,3584,-1870
NEVP,"6/1/2022 10 p.m. PDT",5081,4872,3396,-1685
NEVP,"6/1/2022 11 p.m. PDT",4715,4490,3328,-1387
NEVP,"6/2/2022 12 a.m. PDT",4339,4084,3093,-1246
NEVP,"6/2/2022 1 a.m. PDT",4037,3932,3002,-1035
NEVP,"6/2/2022 2 a.m. PDT",3820,3743,2805,-1015
NEVP,"6/2/2022 3 a.m. PDT",3665,3646,2633,-1032
NEVP,"6/2/2022 4 a.m. PDT",3582,3550,2543,-1039
NEVP,"6/2/2022 5 a.m. PDT",3623,3564,2696,-927
NEVP,"6/2/2022 6 a.m. PDT",3560,3599,2759,-801
NEVP,"6/2/2022 7 a.m. PDT",3671,3689,2603,-1068
NEVP,"6/2/2022 8 a.m. PDT",3973,3731,3291,-682
NEVP,"6/2/2022 9 a.m. PDT",4138,3911,3511,-627
NEVP,"6/2/2022 10 a.m. PDT",4348,4074,3537,-811
NEVP,"6/2/2022 11 a.m. PDT",4581,4331,3491,-1090
NEVP,"6/2/2022 12 p.m. PDT",4816,4548,3742,-1074
NEVP,"6/2/2022 1 p.m. PDT",5118,4891,3760,-1358
NEVP,"6/2/2022 2 p.m. PDT",5452,5199,3810,-1642
NEVP,"6/2/2022 3 p.m. PDT",5819,5442,3844,-1975
NEVP,"6/2/2022 4 p.m. PDT",6129,5757,4151,-1978
NEVP,"6/2/2022 5 p.m. PDT",6326,5999,4300,-2026
NEVP,"6/2/2022 6 p.m. PDT",6411,5988,4329,-2082
NEVP,"6/2/2022 7 p.m. PDT",6264,5868,4112,-2152
NEVP,"6/2/2022 8 p.m. PDT",5999,5601,3853,-2146
NEVP,"6/2/2022 9 p.m. PDT",5826,5428,3963,-1863
NEVP,"6/2/2022 10 p.m. PDT",5538,5137,3820,-1718
NEVP,"6/2/2022 11 p.m. PDT",5182,4846,3889,-1293
NEVP,"6/3/2022 12 a.m. PDT",4830,4517,3616,-1214
NEVP,"6/3/2022 1 a.m. PDT",4543,3920,3499,-1044
NEVP,"6/3/2022 2 a.m. PDT",4413,3757,3364,-1049
NEVP,"6/3/2022 3 a.m. PDT",4256,3617,3234,-1022
NEVP,"6/3/2022 4 a.m. PDT",4110,3467,3172,-938
NEVP,"6/3/2022 5 a.m. PDT",3983,3419,3071,-912
NEVP,"6/3/2022 6 a.m. PDT",3938,3459,3064,-874
