"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
NEVP,"11/1/2022 12 a.m. PDT",3592,3363,3574,-18
NEVP,"11/1/2022 1 a.m. PDT",3461,3175,3676,215
NEVP,"11/1/2022 2 a.m. PDT",3381,3091,3595,214
NEVP,"11/1/2022 3 a.m. PDT",3335,3057,2913,-422
NEVP,"11/1/2022 4 a.m. PDT",3324,3049,2716,-608
NEVP,"11/1/2022 5 a.m. PDT",3368,3095,2593,-775
NEVP,"11/1/2022 6 a.m. PDT",3510,3250,2466,-1044
NEVP,"11/1/2022 7 a.m. PDT",3727,3455,2502,-1225
NEVP,"11/1/2022 8 a.m. PDT",3656,3621,2885,-771
NEVP,"11/1/2022 9 a.m. PDT",3613,3610,3007,-606
NEVP,"11/1/2022 10 a.m. PDT",3668,3587,3462,-206
NEVP,"11/1/2022 11 a.m. PDT",3693,3570,3317,-376
NEVP,"11/1/2022 12 p.m. PDT",3697,3577,3461,-236
NEVP,"11/1/2022 1 p.m. PDT",3809,3658,3535,-274
NEVP,"11/1/2022 2 p.m. PDT",3865,3700,3657,-208
NEVP,"11/1/2022 3 p.m. PDT",3944,3809,3700,-244
NEVP,"11/1/2022 4 p.m. PDT",4102,3850,3857,-245
NEVP,"11/1/2022 5 p.m. PDT",4229,4006,3603,-626
NEVP,"11/1/2022 6 p.m. PDT",4315,4074,3473,-842
NEVP,"11/1/2022 7 p.m. PDT",4424,4108,3490,-934
NEVP,"11/1/2022 8 p.m. PDT",4367,4074,3535,-832
NEVP,"11/1/2022 9 p.m. PDT",4261,4030,3477,-784
NEVP,"11/1/2022 10 p.m. PDT",4111,3897,3342,-769
NEVP,"11/1/2022 11 p.m. PDT",3914,3699,3311,-603
NEVP,"11/2/2022 12 a.m. PDT",3724,3501,3241,-483
NEVP,"11/2/2022 1 a.m. PDT",3585,3387,3216,-369
NEVP,"11/2/2022 2 a.m. PDT",3499,3350,3370,-129
NEVP,"11/2/2022 3 a.m. PDT",3429,3317,3353,-76
NEVP,"11/2/2022 4 a.m. PDT",3405,3286,3276,-129
NEVP,"11/2/2022 5 a.m. PDT",3453,3320,3114,-339
NEVP,"11/2/2022 6 a.m. PDT",3588,3432,3114,-474
NEVP,"11/2/2022 7 a.m. PDT",3802,3550,3117,-685
